,ID,Date,Block,Primary Type,Description,Location Description,Arrest,Domestic,Latitude,Longitude,Clouds,Max Temp,Min Temp,Max Wind Speed,Precipitation
90921,12164847,09-13-2020,012XX S WABASH AVE,ASSAULT,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,41.866810739,-87.625817031,19,21.8,16.7,5.1,0.0
90934,12164197,09-13-2020,032XX W MADISON ST,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE - PORCH / HALLWAY,False,False,41.880964145,-87.706840914,19,21.8,16.7,5.1,0.0
90935,12164573,09-13-2020,007XX E 60TH ST,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,False,False,41.785848109,-87.607582382,19,21.8,16.7,5.1,0.0
90947,12164909,09-13-2020,047XX S INDIANA AVE,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,False,True,41.808540691,-87.621194998,19,21.8,16.7,5.1,0.0
90957,12164966,09-13-2020,122XX S HALSTED ST,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.671774349,-87.641704702,19,21.8,16.7,5.1,0.0
90961,12164306,09-13-2020,009XX E 83RD ST,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.744027229,-87.601007054,19,21.8,16.7,5.1,0.0
90974,12164476,09-13-2020,076XX S PHILLIPS AVE,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,True,41.756197029,-87.565105547,19,21.8,16.7,5.1,0.0
90976,12164124,09-13-2020,028XX S KOMENSKY AVE,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.839687259,-87.725643983,19,21.8,16.7,5.1,0.0
90983,12165612,09-13-2020,050XX N WINTHROP AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.974305063,-87.657762776,19,21.8,16.7,5.1,0.0
90996,12164324,09-13-2020,096XX S DR MARTIN LUTHER KING JR DR,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE - PORCH / HALLWAY,False,False,41.719394544,-87.614081375,19,21.8,16.7,5.1,0.0
91042,12164842,09-13-2020,024XX W 63RD ST,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,True,False,41.77923464,-87.685188795,19,21.8,16.7,5.1,0.0
91059,12164134,09-13-2020,041XX W ADDISON ST,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,True,False,41.946318512,-87.731557766,19,21.8,16.7,5.1,0.0
91070,12179012,09-28-2020,119XX S EGGLESTON AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.677320173,-87.633464029,70,16.1,11.7,6.2,9.0
91081,12179056,09-28-2020,031XX W MADISON ST,ASSAULT,SIMPLE,CHA HALLWAY / STAIRWELL / ELEVATOR,False,False,41.880991939,-87.704394994,70,16.1,11.7,6.2,9.0
91082,12179519,09-28-2020,059XX W 55TH ST,ASSAULT,SIMPLE,RESIDENCE,False,True,41.792573744,-87.770402393,70,16.1,11.7,6.2,9.0
91096,12179308,09-28-2020,053XX S HOYNE AVE,ASSAULT,SIMPLE,RESIDENCE,False,True,41.796355312,-87.676805221,70,16.1,11.7,6.2,9.0
91105,12178638,09-28-2020,004XX E 82ND ST,ASSAULT,SIMPLE,APARTMENT,False,False,41.745645032,-87.614264836,70,16.1,11.7,6.2,9.0
91107,12178099,09-28-2020,002XX N HOMAN AVE,ASSAULT,AGGRAVATED - HANDGUN,STREET,True,True,41.885781766,-87.711149338,70,16.1,11.7,6.2,9.0
91109,12178965,09-28-2020,070XX S DAMEN AVE,ASSAULT,SIMPLE,GAS STATION,False,False,41.765356327,-87.673547448,70,16.1,11.7,6.2,9.0
91115,12178224,09-28-2020,060XX S MAYFIELD AVE,ASSAULT,SIMPLE,STREET,False,False,41.782732462,-87.769234525,70,16.1,11.7,6.2,9.0
91119,12178167,09-28-2020,015XX S FAIRFIELD AVE,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",HOSPITAL BUILDING / GROUNDS,True,False,41.861359279,-87.694400341,70,16.1,11.7,6.2,9.0
91121,12178474,09-28-2020,044XX S TALMAN AVE,ASSAULT,SIMPLE,APARTMENT,False,True,41.81292964,-87.690678061,70,16.1,11.7,6.2,9.0
91125,12178649,09-28-2020,061XX N MOZART ST,ASSAULT,SIMPLE,ALLEY,False,True,41.992861709,-87.700694089,70,16.1,11.7,6.2,9.0
91132,12178980,09-28-2020,041XX N MC VICKER AVE,ASSAULT,SIMPLE,RESIDENCE,True,True,41.955578677,-87.77808408,70,16.1,11.7,6.2,9.0
91138,12178325,09-28-2020,048XX S SPRINGFIELD AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.8050712,-87.721038004,70,16.1,11.7,6.2,9.0
91139,12178855,09-28-2020,061XX S ARTESIAN AVE,ASSAULT,SIMPLE,RESIDENCE,False,True,41.782213553,-87.684942472,70,16.1,11.7,6.2,9.0
91150,12178695,09-28-2020,005XX E 88TH ST,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.734724236,-87.6114483,70,16.1,11.7,6.2,9.0
91151,12178837,09-28-2020,102XX S YATES AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.709172186,-87.5645267,70,16.1,11.7,6.2,9.0
91168,12178496,09-28-2020,054XX S ELSDON AVE,ASSAULT,SIMPLE,APARTMENT,False,True,41.794110908,-87.713943654,70,16.1,11.7,6.2,9.0
91176,12178688,09-28-2020,0000X W 95TH ST,ASSAULT,SIMPLE,CTA STATION,True,False,41.721627204,-87.624485177,70,16.1,11.7,6.2,9.0
91182,12178267,09-28-2020,077XX S DOBSON AVE,ASSAULT,SIMPLE,RESIDENCE,True,True,41.754133911,-87.599195331,70,16.1,11.7,6.2,9.0
91190,12178713,09-28-2020,010XX W 14TH ST,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,STREET,False,False,41.863461379,-87.652374244,70,16.1,11.7,6.2,9.0
91194,12178933,09-28-2020,038XX W ADAMS ST,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.878030124,-87.721524427,70,16.1,11.7,6.2,9.0
91199,12178575,09-28-2020,093XX S WESTERN AVE,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False,41.723892277,-87.682159034,70,16.1,11.7,6.2,9.0
91208,12178083,09-28-2020,022XX W FLETCHER ST,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.938590387,-87.684132618,70,16.1,11.7,6.2,9.0
91209,12178594,09-28-2020,053XX W FOSTER AVE,ASSAULT,SIMPLE,ALLEY,False,True,41.975183621,-87.761375855,70,16.1,11.7,6.2,9.0
91215,12178834,09-28-2020,103XX S EWING AVE,ASSAULT,SIMPLE,SIDEWALK,True,True,41.707759821,-87.535282115,70,16.1,11.7,6.2,9.0
91216,12178675,09-28-2020,061XX S GREEN ST,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False,41.783060766,-87.646097864,70,16.1,11.7,6.2,9.0
91217,12179100,09-28-2020,056XX W FULTON ST,ASSAULT,SIMPLE,APARTMENT,False,False,41.885680977,-87.767532915,70,16.1,11.7,6.2,9.0
91224,12178903,09-28-2020,020XX S CANALPORT AVE,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,False,False,41.8553774,-87.645107644,70,16.1,11.7,6.2,9.0
91226,12178959,09-28-2020,012XX S CALIFORNIA BLVD,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,CTA BUS,False,False,41.86622495,-87.695901183,70,16.1,11.7,6.2,9.0
91250,12178614,09-28-2020,040XX N BROADWAY,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False,41.956118107,-87.651539483,70,16.1,11.7,6.2,9.0
91262,12178862,09-28-2020,012XX N LA SALLE DR,ASSAULT,SIMPLE,APARTMENT,False,False,41.904653619,-87.6329484,70,16.1,11.7,6.2,9.0
91264,12178687,09-28-2020,019XX W FULTON ST,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,41.886794644,-87.675255747,70,16.1,11.7,6.2,9.0
91272,12178134,09-28-2020,017XX W JUNEWAY TER,ASSAULT,SIMPLE,APARTMENT,False,True,42.022535914,-87.673629666,70,16.1,11.7,6.2,9.0
91276,12178182,09-28-2020,016XX E 95TH ST,ASSAULT,SIMPLE,GROCERY FOOD STORE,False,False,41.722362598,-87.58382047,70,16.1,11.7,6.2,9.0
91277,12178586,09-28-2020,013XX W 73RD PL,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,True,41.760449367,-87.65793606,70,16.1,11.7,6.2,9.0
91278,12178888,09-28-2020,037XX S PAULINA ST,ASSAULT,SIMPLE,SCHOOL - PRIVATE BUILDING,False,False,41.825629038,-87.66783277,70,16.1,11.7,6.2,9.0
91279,12178278,09-28-2020,085XX S SAGINAW AVE,ASSAULT,SIMPLE,RESIDENCE,False,False,41.740231975,-87.559979256,70,16.1,11.7,6.2,9.0
91294,12178266,09-28-2020,033XX W LAWRENCE AVE,ASSAULT,AGGRAVATED PROTECTED EMPLOYEE - KNIFE / CUTTING INSTRUMENT,SIDEWALK,True,False,41.968407575,-87.712655221,70,16.1,11.7,6.2,9.0
91296,12178895,09-28-2020,076XX S SANGAMON ST,ASSAULT,SIMPLE,APARTMENT,False,False,41.755370033,-87.647804364,70,16.1,11.7,6.2,9.0
91297,12178686,09-28-2020,003XX S PULASKI RD,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False,41.876860431,-87.725537965,70,16.1,11.7,6.2,9.0
91298,12178850,09-28-2020,062XX S ASHLAND AVE,ASSAULT,SIMPLE,GAS STATION,False,False,41.780612967,-87.664247053,70,16.1,11.7,6.2,9.0
91316,12178640,09-28-2020,111XX S DOTY AVE E,ASSAULT,SIMPLE,STREET,False,False,41.692608203,-87.596907663,70,16.1,11.7,6.2,9.0
91321,12178873,09-28-2020,031XX W MADISON ST,ASSAULT,SIMPLE,APARTMENT,False,False,41.880991939,-87.704394994,70,16.1,11.7,6.2,9.0
91330,12178159,09-28-2020,021XX N LOCKWOOD AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.919173251,-87.758455485,70,16.1,11.7,6.2,9.0
91333,12178934,09-28-2020,064XX W BELMONT AVE,ASSAULT,SIMPLE,GAS STATION,False,False,41.938313125,-87.786312492,70,16.1,11.7,6.2,9.0
91339,12178972,09-28-2020,046XX W ADDISON ST,ASSAULT,AGGRAVATED - HANDGUN,VEHICLE NON-COMMERCIAL,False,False,41.946169568,-87.743575636,70,16.1,11.7,6.2,9.0
91341,12178697,09-28-2020,078XX S SANGAMON ST,ASSAULT,SIMPLE,APARTMENT,False,True,41.751897965,-87.647716707,70,16.1,11.7,6.2,9.0
91350,12181141,09-28-2020,058XX N HARLEM AVE,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),False,False,41.987681702,-87.806896685,70,16.1,11.7,6.2,9.0
91354,12180634,09-28-2020,008XX N LA SALLE DR,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,41.897012256,-87.632716018,70,16.1,11.7,6.2,9.0
91359,12178734,09-28-2020,001XX W 123RD ST,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,41.670704761,-87.625146602,70,16.1,11.7,6.2,9.0
91373,12178842,09-28-2020,010XX N WALLER AVE,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE - PORCH / HALLWAY,False,False,41.89891861,-87.767967052,70,16.1,11.7,6.2,9.0
91380,12178662,09-28-2020,026XX W 35TH ST,ASSAULT,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,41.830176645,-87.690542273,70,16.1,11.7,6.2,9.0
91413,12179311,09-28-2020,005XX W ARLINGTON PL,ASSAULT,SIMPLE,ALLEY,False,False,41.926748154,-87.642588217,70,16.1,11.7,6.2,9.0
91416,12178526,09-28-2020,056XX W IOWA ST,ASSAULT,SIMPLE,APARTMENT,False,True,41.896653073,-87.767098157,70,16.1,11.7,6.2,9.0
91419,12181280,09-28-2020,108XX S CALUMET AVE,ASSAULT,SIMPLE,RESIDENCE,False,True,41.697592171,-87.614723481,70,16.1,11.7,6.2,9.0
91421,12180388,09-28-2020,005XX W 104TH ST,ASSAULT,SIMPLE,RESIDENCE,False,False,41.705185319,-87.636040338,70,16.1,11.7,6.2,9.0
91422,12178384,09-28-2020,0000X N MASON AVE,ASSAULT,SIMPLE,SIDEWALK,False,False,41.881222205,-87.773260431,70,16.1,11.7,6.2,9.0
91426,12178707,09-28-2020,009XX E 132ND ST,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,True,41.655858188,-87.600250254,70,16.1,11.7,6.2,9.0
91431,12178936,09-28-2020,051XX S LAKE PARK AVE,ASSAULT,SIMPLE,CTA BUS,False,False,41.802115448,-87.58775136,70,16.1,11.7,6.2,9.0
91432,12178121,09-28-2020,016XX S KOMENSKY AVE,ASSAULT,SIMPLE,RESIDENCE,False,True,41.858038117,-87.726156726,70,16.1,11.7,6.2,9.0
91433,12178846,09-28-2020,077XX S ESSEX AVE,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.754511937,-87.563861247,70,16.1,11.7,6.2,9.0
91434,12178568,09-28-2020,012XX W 95TH ST,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,True,False,41.721326098,-87.653682861,70,16.1,11.7,6.2,9.0
91437,12178639,09-28-2020,091XX S PHILLIPS AVE,ASSAULT,SIMPLE,SIDEWALK,False,False,41.729411923,-87.564589488,70,16.1,11.7,6.2,9.0
91470,12178205,09-28-2020,007XX N LA SALLE DR,ASSAULT,SIMPLE,RESTAURANT,False,False,41.896175186,-87.632703129,70,16.1,11.7,6.2,9.0
91472,12178650,09-28-2020,069XX N ASHLAND BLVD,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,False,True,42.008432156,-87.670051794,70,16.1,11.7,6.2,9.0
91489,12179899,09-28-2020,105XX S EDBROOKE AVE,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,41.703037478,-87.619657812,70,16.1,11.7,6.2,9.0
91504,12178493,09-28-2020,0000X E RANDOLPH ST,ASSAULT,SIMPLE,DEPARTMENT STORE,False,False,41.884493832,-87.627021129,70,16.1,11.7,6.2,9.0
91511,12178626,09-28-2020,051XX W CONCORD PL,ASSAULT,SIMPLE,SIDEWALK,False,False,41.910446781,-87.75358146,70,16.1,11.7,6.2,9.0
91521,12178469,09-28-2020,003XX E WACKER DR,ASSAULT,AGGRAVATED - HANDGUN,HOTEL / MOTEL,False,True,41.887640628,-87.619340283,70,16.1,11.7,6.2,9.0
91526,12178700,09-28-2020,041XX W GRENSHAW ST,ASSAULT,SIMPLE,APARTMENT,False,False,41.867037451,-87.728410227,70,16.1,11.7,6.2,9.0
91527,12178720,09-28-2020,031XX W HARRISON ST,ASSAULT,SIMPLE,POLICE FACILITY / VEHICLE PARKING LOT,False,False,41.873699424,-87.704705156,70,16.1,11.7,6.2,9.0
91590,12192768,09-28-2020,005XX E 82ND ST,ASSAULT,SIMPLE,APARTMENT,False,False,41.745683275,-87.612047438,70,16.1,11.7,6.2,9.0
91637,12181821,10-01-2020,061XX S MORGAN ST,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,True,41.782615834,-87.649717805,36,14.4,10.0,5.1,2.5
91652,12182050,10-01-2020,015XX N AUSTIN BLVD,ASSAULT,SIMPLE,APARTMENT,False,True,41.9079843,-87.77556142,36,14.4,10.0,5.1,2.5
91655,12181508,10-01-2020,106XX S VERNON AVE,ASSAULT,SIMPLE,STREET,False,False,41.701342723,-87.612382053,36,14.4,10.0,5.1,2.5
91657,12182067,10-01-2020,021XX E 72ND ST,ASSAULT,SIMPLE,SIDEWALK,False,False,41.764363154,-87.573222466,36,14.4,10.0,5.1,2.5
91673,12180957,10-01-2020,041XX W NELSON ST,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.936304603,-87.730986684,36,14.4,10.0,5.1,2.5
91678,12181460,10-01-2020,015XX S MILLARD AVE,ASSAULT,SIMPLE,SIDEWALK,False,False,41.860236732,-87.716459282,36,14.4,10.0,5.1,2.5
91706,12181453,10-01-2020,015XX W 116TH ST,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.683015183,-87.660664743,36,14.4,10.0,5.1,2.5
91711,12181673,10-01-2020,071XX S YATES BLVD,ASSAULT,SIMPLE,APARTMENT,False,True,41.765295424,-87.566496216,36,14.4,10.0,5.1,2.5
91715,12181296,10-01-2020,060XX N WESTERN AVE,ASSAULT,SIMPLE,STREET,False,False,41.99094269,-87.689685077,36,14.4,10.0,5.1,2.5
91717,12181199,10-01-2020,057XX W MADISON ST,ASSAULT,SIMPLE,SIDEWALK,True,True,41.880186421,-87.768532463,36,14.4,10.0,5.1,2.5
91722,12181721,10-01-2020,011XX S MONITOR AVE,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.866864458,-87.770492749,36,14.4,10.0,5.1,2.5
91724,12181558,10-01-2020,0000X W 87TH ST,ASSAULT,SIMPLE,BANK,False,False,41.736269116,-87.627768243,36,14.4,10.0,5.1,2.5
91732,12181652,10-01-2020,057XX S LAWNDALE AVE,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,VEHICLE NON-COMMERCIAL,False,True,41.789463328,-87.715704512,36,14.4,10.0,5.1,2.5
91738,12181516,10-01-2020,052XX S NASHVILLE AVE,ASSAULT,SIMPLE,STREET,False,True,41.797074138,-87.786833103,36,14.4,10.0,5.1,2.5
91748,12181702,10-01-2020,0000X N WABASH AVE,ASSAULT,AGGRAVATED - HANDGUN,"VEHICLE - OTHER RIDE SHARE SERVICE (LYFT, UBER, ETC.)",False,False,41.882458192,-87.626224643,36,14.4,10.0,5.1,2.5
91749,12181200,10-01-2020,084XX S KERFOOT AVE,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,41.740962222,-87.639995433,36,14.4,10.0,5.1,2.5
91763,12181761,10-01-2020,011XX N LONG AVE,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.901509704,-87.760873046,36,14.4,10.0,5.1,2.5
91766,12182314,10-01-2020,013XX S CHRISTIANA AVE,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,False,True,41.863800981,-87.709247902,36,14.4,10.0,5.1,2.5
91780,12182740,10-01-2020,012XX S MICHIGAN AVE,ASSAULT,SIMPLE,APARTMENT,False,True,41.866578077,-87.624134464,36,14.4,10.0,5.1,2.5
91781,12181250,10-01-2020,077XX S COTTAGE GROVE AVE,ASSAULT,SIMPLE,FEDERAL BUILDING,False,False,41.754029881,-87.605272902,36,14.4,10.0,5.1,2.5
91784,12183885,10-01-2020,037XX W COLUMBUS AVE,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,False,41.741014822,-87.714575087,36,14.4,10.0,5.1,2.5
91787,12181732,10-01-2020,034XX W FULLERTON AVE,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,False,False,41.924655686,-87.71249887,36,14.4,10.0,5.1,2.5
91804,12181840,10-01-2020,019XX E 71ST ST,ASSAULT,AGGRAVATED POLICE OFFICER - OTHER DANGEROUS WEAPON,STREET,False,False,41.766062224,-87.57701827,36,14.4,10.0,5.1,2.5
91838,12181720,10-01-2020,001XX E 103RD ST,ASSAULT,SIMPLE,RESTAURANT,False,False,41.707224916,-87.619593191,36,14.4,10.0,5.1,2.5
91841,12181759,10-01-2020,055XX W DIVISION ST,ASSAULT,AGGRAVATED - HANDGUN,GROCERY FOOD STORE,False,False,41.90215894,-87.764507548,36,14.4,10.0,5.1,2.5
91845,12181692,10-01-2020,024XX W 60TH ST,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,True,True,41.78471324,-87.685364618,36,14.4,10.0,5.1,2.5
91853,12181733,10-01-2020,026XX E 87TH ST,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.737263008,-87.560850253,36,14.4,10.0,5.1,2.5
91854,12181291,10-01-2020,041XX N DRAKE AVE,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.956415036,-87.716664986,36,14.4,10.0,5.1,2.5
91855,12181726,10-01-2020,048XX N RIDGEWAY AVE,ASSAULT,SIMPLE,ALLEY,False,False,41.9688388,-87.721932254,36,14.4,10.0,5.1,2.5
91861,12181746,10-01-2020,069XX S EGGLESTON AVE,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,False,41.768238429,-87.63601045,36,14.4,10.0,5.1,2.5
91862,12180924,10-01-2020,014XX W 115TH ST,ASSAULT,AGGRAVATED - HANDGUN,STREET,True,True,41.684875867,-87.657394424,36,14.4,10.0,5.1,2.5
91872,12181455,10-01-2020,104XX S STATE ST,ASSAULT,SIMPLE,SIDEWALK,True,False,41.704820104,-87.623454001,36,14.4,10.0,5.1,2.5
91878,12181429,10-01-2020,111XX S MICHIGAN AVE,ASSAULT,SIMPLE,SMALL RETAIL STORE,False,False,41.69145123,-87.621034412,36,14.4,10.0,5.1,2.5
91891,12181251,10-01-2020,026XX W HADDON AVE,ASSAULT,SIMPLE,SIDEWALK,False,False,41.902032816,-87.692621172,36,14.4,10.0,5.1,2.5
91893,12181704,10-01-2020,014XX W LUNT AVE,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,False,True,42.009095103,-87.667483974,36,14.4,10.0,5.1,2.5
91901,12181802,10-01-2020,106XX S HOXIE AVE,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.701973542,-87.56080039,36,14.4,10.0,5.1,2.5
91920,12181775,10-01-2020,059XX W ROOSEVELT RD,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,41.86549136,-87.771976968,36,14.4,10.0,5.1,2.5
91927,12181646,10-01-2020,024XX N HARLEM AVE,ASSAULT,SIMPLE,CTA BUS,False,False,41.924646922,-87.806272375,36,14.4,10.0,5.1,2.5
91928,12181181,10-01-2020,061XX S VERNON AVE,ASSAULT,SIMPLE,APARTMENT,False,True,41.783289931,-87.614486024,36,14.4,10.0,5.1,2.5
91935,12181676,10-01-2020,053XX N HARLEM AVE,ASSAULT,SIMPLE,RESTAURANT,False,False,41.978543949,-87.806994019,36,14.4,10.0,5.1,2.5
91945,12181103,10-01-2020,006XX N CICERO AVE,ASSAULT,SIMPLE,RESIDENCE,True,True,41.892517133,-87.745722214,36,14.4,10.0,5.1,2.5
91958,12181448,10-01-2020,052XX N BROADWAY,ASSAULT,SIMPLE,BANK,False,False,41.977204465,-87.659890921,36,14.4,10.0,5.1,2.5
91983,12181959,10-01-2020,023XX W 18TH PL,ASSAULT,SIMPLE,RESIDENCE,False,True,41.856653881,-87.684301224,36,14.4,10.0,5.1,2.5
91990,12181798,10-01-2020,070XX N CLARK ST,ASSAULT,SIMPLE,APARTMENT,False,False,42.010775648,-87.674332577,36,14.4,10.0,5.1,2.5
92016,12181871,10-01-2020,015XX W WARREN BLVD,ASSAULT,SIMPLE,CHA HALLWAY / STAIRWELL / ELEVATOR,False,False,41.882379941,-87.665881802,36,14.4,10.0,5.1,2.5
92043,12181638,10-01-2020,023XX W WASHINGTON BLVD,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False,41.883007148,-87.685312534,36,14.4,10.0,5.1,2.5
92060,12181819,10-01-2020,053XX S CALUMET AVE,ASSAULT,SIMPLE,APARTMENT,False,False,41.797777738,-87.617679793,36,14.4,10.0,5.1,2.5
92062,12183823,10-01-2020,014XX N LOREL AVE,ASSAULT,SIMPLE,RESIDENCE,False,False,41.906486897,-87.759601598,36,14.4,10.0,5.1,2.5
92063,12181321,10-01-2020,069XX S MERRILL AVE,ASSAULT,SIMPLE,SIDEWALK,False,False,41.769014078,-87.572709347,36,14.4,10.0,5.1,2.5
92093,12185580,10-01-2020,043XX S LAKE PARK AVE,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE - YARD (FRONT / BACK),False,False,41.815945209,-87.598181694,36,14.4,10.0,5.1,2.5
92097,12185667,10-01-2020,067XX S ARTESIAN AVE,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,False,True,41.771188027,-87.68464294,36,14.4,10.0,5.1,2.5
92128,12189147,10-01-2020,002XX W GARFIELD BLVD,ASSAULT,SIMPLE,CTA STATION,False,True,41.794533814,-87.631438536,36,14.4,10.0,5.1,2.5
92132,12191353,10-01-2020,043XX S WENTWORTH AVE,ASSAULT,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,41.816321863,-87.631189677,36,14.4,10.0,5.1,2.5
92172,12192259,10-01-2020,076XX S COLES AVE,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,True,41.757539484,-87.556201706,36,14.4,10.0,5.1,2.5
92207,12237647,10-01-2020,071XX S BENNETT AVE,ASSAULT,SIMPLE,SIDEWALK,False,False,41.765289946,-87.579351285,36,14.4,10.0,5.1,2.5
92259,12133322,08-12-2020,051XX W DEVON AVE,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,True,False,41.997321354,-87.757587129,33,25.6,18.3,4.6,0.0
92272,12133440,08-12-2020,0000X E 87TH ST,ASSAULT,SIMPLE,VEHICLE - DELIVERY TRUCK,False,False,41.736345248,-87.623198545,33,25.6,18.3,4.6,0.0
92285,12133943,08-12-2020,0000X W 114TH PL,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,False,41.686211437,-87.624445722,33,25.6,18.3,4.6,0.0
92304,12134070,08-12-2020,117XX S RACINE AVE,ASSAULT,SIMPLE,RESIDENCE,False,False,41.680654626,-87.65174251,33,25.6,18.3,4.6,0.0
92311,12133486,08-12-2020,085XX S MANISTEE AVE,ASSAULT,SIMPLE,STREET,False,False,41.740336364,-87.557552365,33,25.6,18.3,4.6,0.0
92315,12133249,08-12-2020,0000X N DEARBORN ST,ASSAULT,SIMPLE,RESTAURANT,False,True,41.882142953,-87.629408248,33,25.6,18.3,4.6,0.0
92318,12133520,08-12-2020,001XX E 119TH PL,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE - YARD (FRONT / BACK),False,False,41.677158203,-87.619621673,33,25.6,18.3,4.6,0.0
92321,12133414,08-12-2020,088XX S RIDGELAND AVE,ASSAULT,SIMPLE,RESIDENCE,False,False,41.73446193,-87.581668404,33,25.6,18.3,4.6,0.0
92331,12133602,08-12-2020,079XX S VINCENNES AVE,ASSAULT,AGGRAVATED PROTECTED EMPLOYEE - OTHER DANGEROUS WEAPON,CAR WASH,False,False,41.749675058,-87.634503664,33,25.6,18.3,4.6,0.0
92351,12133222,08-12-2020,080XX S MARYLAND AVE,ASSAULT,SIMPLE,SIDEWALK,False,True,41.748546233,-87.603891022,33,25.6,18.3,4.6,0.0
92356,12133893,08-12-2020,050XX S HALSTED ST,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,OTHER (SPECIFY),True,False,41.802071476,-87.64535562,33,25.6,18.3,4.6,0.0
92360,12133718,08-12-2020,040XX W CERMAK RD,ASSAULT,SIMPLE,RESIDENCE,True,False,41.851532254,-87.725785143,33,25.6,18.3,4.6,0.0
92362,12133590,08-12-2020,106XX S YATES AVE,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,41.702154047,-87.563980453,33,25.6,18.3,4.6,0.0
92366,12133955,08-12-2020,008XX N WESTERN AVE,ASSAULT,SIMPLE,GAS STATION,False,False,41.896358373,-87.686859824,33,25.6,18.3,4.6,0.0
